UID_caps;caps_QC01A;caps_QC02A;caps_QC02;caps_QC03;caps_QC04A;caps_QC04B;caps_QC04C;caps_QC04D;caps_QC04E;caps_QC05_1;caps_QC05_2;caps_QC05_DO_QC05_1;caps_QC05_DO_QC05_2;caps_QC06A;caps_QC06B;caps_QC06C;caps_QC06D;caps_QC07;caps_QC08_1;caps_QC08_2;caps_QC08_3;caps_QC08_4;caps_QC08_5;caps_QC09A;caps_QC09B;caps_QC09C;caps_QC09D;caps_QC09E;caps_QC08B_1;caps_QC08B_2;caps_QC08B_3;caps_QC08B_4;caps_QC08B_5;caps_QC09A_2;caps_QC09B_2;caps_QC09C_2;caps_QC09D_2;caps_QC09E_2;caps_ccl_q01;caps_ccl_q02;caps_ccl_q03;caps_ccl_q04;caps_ccl_q05_1;caps_ccl_q05_2;caps_ccl_q05_3;caps_ccl_q05_4;caps_ccl_q05_5;caps_ccl_q05_6;caps_ALEA_C;caps_SliderOrder;caps_Slider_S1;caps_Slider_S2;caps_Slider_S3;caps_Slider_S4;caps_Slider_S5;caps_Choix_QC09A;caps_Choix_QC09B;caps_Choix_QC09C;caps_Choix_QC09D;caps_Choix_QC09E;caps_Choix_QC09A_2;caps_Choix_QC09B_2;caps_Choix_QC09C_2;caps_Choix_QC09D_2;caps_Choix_QC09E_2;caps_Device;caps_Version;caps_QC04_DO_QC04E;caps_QC04_DO_QC04D;caps_QC04_DO_QC04C;caps_QC04_DO_QC04B;caps_QC04_DO_QC04A;caps_QC04_DO_transition;caps_QC06_DO_transition;caps_caps_QC06_DO_QC06D;caps_QC06_DO_QC06C;caps_QC06_DO_QC06B;caps_QC06_DO_QC06A;cal_AGE;cal_DIPL;cal_SEXE;cal_TUU;cal_ZEAT;PDSPLT_INIT;POIDS_INIT;panel;POIDS_caps;PDSPLT_caps;eayy_a3_rec;eayy_a4_rev;eayy_a5;eayy_a5c_rec;eayy_b1_rev;eayy_b10a;eayy_b11;eayy_b11cjt;eayy_b18_rec;eayy_b18c;eayy_b18ccjt;eayy_b18cjt_rec;eayy_b1b;eayy_b1bcjt;eayy_b1cjt_rev;eayy_b2_11a_rec;eayy_b2_11acjt_rec;eayy_b25_rec;eayy_b25cjt_rec;eayy_b5;eayy_b5a_rec;eayy_b5acjt;eayy_b5d_rec;eayy_b6a_12a_rec;eayy_b6b_12b_rec;eayy_b7b_rec;eayy_b8_rec;eayy_b8cjt_rec;eayy_c1_rec;eayy_c1jeu;eayy_c8;eayy_c8a_rec;eayy_c8b_rec;eayy_d1;eayy_d2_rev;eayy_d3;eayy_d5a;eayy_d6;eayy_d7_rev_som;eayy_e1a;eayy_e1b;eayy_e1c;eayy_e1d;eayy_e1e;eayy_e1f1;eayy_e1f2;eayy_e1g;eayy_e1h;eayy_e1i;eayy_e1j;eayy_e2a_rec2;eayy_e2auc2;eayy_e2auc_source2;eayy_e3_som;eayy_e4;eayy_e5;eayy_e6;eayy_f1_rev;eayy_f1a1;eayy_f3_rev;eayy_f4;eayy_f6a;eayy_f7_som;eayy_f7ter;eayy_f9;eayy_g1_1;eayy_g1_2;eayy_g3a;eayy_g3b;eayy_g3c;eayy_g3d;eayy_g5;eayy_g6_1;eayy_g6_2;eayy_g6_3;eayy_g6_4;eayy_g7;eayy_g8a;eayy_g8b;eayy_g8c;eayy_h_c11;eayy_h_teo1;eayy_h5_rev;eayy_i1;eayy_i2;eayy_i8;eayy_i11_rev_22;eayy_i11a_22;eayy_i12_rev_22;eayy_i12a_22;eayy_j1;eayy_k1_rec;eayy_k2_rec;eayy_k3;eayy_pcs29_2020;eayy_pcs18_2020;eayy_pcs6_2020;eayy_pcs6cjt_2020;eayy_typmen5;eayy_vague
1088;1;2;6666;3;10;9;5;5;4;5;1;1;2;2;7;7;6;2;5;7;3;7;5;1;2;2;2;8;3;7;3;7;5;1;2;2;2;8;8;4;4;1;4;3;4;3;3;2;1;S4|S1|S2|S3|S5;7;3;7;5;5;1;2;2;2;8;1;2;2;2;8;6666;1;5;6;4;2;3;1;1;2;3;5;4;6;2;1;4;7;0,786287105440135;0,407151995571307;2;0,41128389824346;0,745070592144758;1;4;1;7;5;6666;1;9999;10;4;6666;6666;2;2;5;2;6666;1;6666;6666;1;6666;6666;6666;9999;9999;6666;6666;2;1;1;1;1;1;6666;1;5;2;1;2;2;2;1;1;2;2;2;2;2;2;9;5;1;0;2;3;3;8;9999;9999;3;9999;0;3;5;2;9999;1;1;1;2;2;2;2;1;2;3;2;3;2;1;1;7;3;1;6;1;7;1;2;4;5;9;5;9999;9999;9999;9999;3;2025
1074;2;1;1;3;9;4;9;9;5;3;3;1;2;5;8;9;8;9999;9;6;9;7;7;2;2;2;2;8;9;6;9;7;7;2;2;2;2;8;7;4;4;9999;3;3;2;2;3;2;2;S3|S2|S1|S4|S5;9;6;9;7;7;2;2;2;2;8;2;2;2;2;8;Mobile;1;5;3;4;2;6;1;1;3;5;4;2;5;2;2;4;5;0,206192445460761;0,11585772963903;2;0,109775720036144;0,205223499659826;1;5;3;6666;5;6666;1;6666;10;4;6666;6666;2;6666;6666;4;6666;2;6666;6666;1;6666;6666;3;6666;3;2;6666;1;1;1;2;1;2;6666;1;5;2;0;2;2;2;1;2;2;2;2;2;2;2;4;3;1;2;2;2;1;8;5;4;3;2;0;3;6;4;2;3;2;2;1;2;2;2;1;2;2;1;6666;4;2;1;7;3;3;2;1;13;1;2;2;5;2;2;56;56;5;6666;1;2025
1009;2;9999;6666;3;5;5;5;5;5;3;3;2;1;5;9999;5;5;9999;9999;9999;9999;9999;9999;1;9999;2;2;5;5;5;5;5;5;1;2;2;2;5;0;1;2;9999;1;1;4;4;1;4;1;S2|S3|S1|S5|S4;6666;6666;6666;6666;6666;1;6666;2;2;5;1;2;2;2;5;Mobile;1;6;3;4;2;5;1;1;5;3;4;2;3;4;2;1;1;3,18150419806842;3,5563153162817;2;3,590703565325;3,17628715166043;1;1;3;6666;1;6666;6666;6666;1;1;6666;6666;1;6666;6666;6;6666;1;6666;1;1;6666;9999;10;6666;11;6666;6666;3;2;2;6666;6666;3;4;2;2;2;0;1;2;2;2;2;1;2;1;2;2;2;9999;9999;1;0;2;9999;9999;5;5;3;2;5;0;3;9;4;4;1;1;1;1;2;2;2;1;2;4;1;6666;4;2;1;7;4;9999;9999;9999;6666;9999;6666;3;3;1;5;56;56;5;6666;2;2025
1659;2;1;1;1;10;10;10;10;5;3;1;2;1;10;10;10;10;1;0;8;10;10;10;1;1;1;1;0;0;8;10;10;10;1;1;1;1;0;10;4;4;9999;4;4;1;1;4;1;2;S4|S2|S5|S3|S1;10;8;10;0;10;1;1;1;1;0;1;1;1;1;0;Mobile;1;2;5;6;4;3;1;1;5;4;2;3;6;2;1;1;3;0,627182009507919;0,271497485372867;2;0,259740372327913;0,594381809553513;1;4;1;7;5;6666;1;9999;6;2;4;10;2;2;5;5;6666;2;6666;6666;1;6666;6666;10;6666;11;2;6666;3;1;1;3;2;1;6666;1;5;2;0;2;1;2;1;2;2;2;2;2;2;2;11;6;1;3;2;3;3;9;6;2;3;4;1;2;8;1;1;1;1;1;2;2;1;2;2;2;3;3;2;4;2;1;7;1;9999;0;1;10;1;3;3;6;9;5;43;41;4;9999;4;2025
1624;2;1;3;4;7;9;5;9;6;3;2;1;2;5;6;8;5;2;8;6;8;6;7;2;2;1;1;8;8;6;8;6;6;2;2;1;1;8;7;4;3;9999;4;4;2;2;3;2;2;S1|S2|S3|S4|S5;8;6;8;6;7;2;2;1;1;8;2;2;1;1;8;6666;1;6;3;4;5;2;1;1;3;5;4;2;7;2;1;6;4;0,863393406386935;0,530826048792667;2;0,650578785531654;1,03516179981579;1;4;1;7;5;6666;1;1;10;4;1;4;2;2;5;1;4;6666;2;6666;1;6666;6666;6666;6666;9;6666;2;2;1;1;3;1;1;6666;1;5;2;1;2;2;2;1;2;2;2;2;2;1;2;11;7;1;5;1;4;3;7;2;4;3;4;2;2;5;2;9999;1;1;1;1;1;1;2;2;2;5;2;3;4;1;1;7;1;2;4;1;4;1;2;3;3;3;3;31;31;3;6;3;2025
1349;2;1;1;4;9;9;8;9;9;3;2;2;1;8;9;9;8;2;7;6;7;7;7;2;2;2;2;8;7;6;7;7;7;2;2;2;2;8;8;3;2;1;3;4;1;1;1;1;2;S1|S3|S2|S5|S4;7;7;6;7;7;2;2;2;2;8;2;2;2;2;8;6666;1;4;3;2;6;5;1;1;2;5;4;3;6;1;2;6;8;0,468283117943695;0,383280185035992;2;0,424351099150149;0,565101138516156;1;4;1;7;5;6666;1;1;11;5;4;10;2;2;5;2;2;2;1;6666;1;6666;6666;6666;9;9;6666;6666;2;1;1;2;1;1;6666;2;2;3;0;2;2;2;1;2;2;2;2;2;1;2;12;10;1;2;1;5;3;8;6;2;4;4;1;2;7;2;9999;2;2;2;1;2;2;2;1;2;2;2;3;9999;2;1;7;1;3;3;1;4;1;2;2;4;1;1;34;32;3;5;3;2025
489;2;1;2;3;8;8;3;3;3;3;3;2;1;3;5;3;6;1;5;4;2;5;5;2;2;2;2;5;5;4;3;4;5;2;2;2;2;5;5;4;3;9999;3;3;4;3;3;4;2;S3|S2|S1|S4|S5;2;4;5;5;5;2;2;2;2;5;2;2;2;2;5;6666;1;2;6;4;5;3;1;1;4;5;3;2;4;3;1;0;2;0,483475247014241;0,442526061463284;2;0,522487037190826;0,602047156482037;1;5;3;6666;1;6666;6666;6666;6;2;6666;6666;1;6666;6666;1;6666;6666;6666;6666;1;6666;6666;6666;6666;1;6666;6666;1;1;1;3;1;1;6666;1;5;1;2;2;1;2;2;2;2;2;2;2;2;2;3;1;1;5;1;1;1;4;5;2;3;5;0;1;2;2;4;1;2;2;1;2;2;2;1;2;2;2;6666;3;1;1;6;2;4;8;1;5;1;1;3;5;8;2;10;10;1;6666;1;2025
796;2;1;3;3;7;6;6;5;6;4;3;1;2;9999;7;6;5;1;5;7;4;5;7;1;2;1;2;7;5;7;4;5;7;1;2;1;2;7;3;4;2;9999;3;4;2;4;3;3;2;S5|S3|S4|S2|S1;7;5;7;4;5;1;2;1;2;7;1;2;1;2;7;Mobile;1;5;2;4;3;6;1;1;5;2;4;3;6;4;2;4;9;1,22315292372552;1,12689494921251;2;1,37598141469336;1,42570348946069;1;4;1;7;5;6666;1;6666;4;1;2;6;2;1;5;2;3;2;1;6666;1;1;6666;6666;2;11;6666;2;3;1;2;6666;6666;3;4;1;3;2;0;1;2;2;1;1;2;2;1;2;2;2;12;9;1;0;2;4;1;6;4;1;3;5;0;3;2;3;9999;1;1;1;1;2;2;2;1;2;4;1;9999;9999;1;1;7;4;3;6;1;7;1;2;2;3;8;5;52;51;5;4;4;2025
1168;2;1;1;3;10;4;10;10;2;3;4;2;1;10;4;10;5;1;10;4;10;3;6;2;2;2;2;0;7;4;10;3;6;2;2;2;2;10;8;4;3;1;4;5;3;1;4;1;2;S1|S2|S3|S4|S5;10;4;10;3;6;2;2;2;2;0;2;2;2;2;10;Mobile;1;5;6;2;4;3;1;1;2;4;3;5;5;4;1;0;8;1,48045184115269;1,22099801017202;2;1,43912754151414;1,79564679634799;1;4;1;7;5;6666;1;6666;1;1;3;8;2;1;4;2;9999;2;6666;6666;1;2;6666;6666;7;11;6666;6666;2;1;1;3;1;1;6666;1;5;1;1;2;2;2;1;2;2;2;2;2;2;2;6;2;1;1;2;2;3;5;6;4;3;5;3;3;7;2;1;1;1;1;1;2;2;2;1;2;3;3;1;4;2;1;7;4;4;2;1;1;1;4;3;6;9;2;64;61;6;6;3;2025
1158;2;1;1;5;8;8;9;8;8;3;3;2;1;0;0;10;7;2;9;9;9;7;7;2;9999;2;2;9;9;9;9;7;7;2;2;2;2;9;8;3;3;1;4;4;3;3;3;3;2;S3|S4|S1|S2|S5;9;7;9;9;7;2;6666;2;2;9;2;2;2;2;9;6666;1;4;2;5;6;3;1;1;5;4;3;2;5;2;2;1;5;0,958810972096812;0,452494001821248;2;0,405865490697763;0,954283439333986;1;4;1;7;5;6666;1;1;9;3;2;7;2;2;5;2;2;2;2;6666;1;6666;6666;6666;8;6;6666;6666;2;1;1;1;1;1;6666;1;2;2;2;2;2;2;1;2;2;2;2;2;2;2;11;7;1;3;2;4;3;8;5;4;3;4;2;2;5;1;1;2;1;2;1;2;2;1;2;2;5;2;3;9999;1;3;2;3;2;5;1;4;1;2;3;3;1;2;45;41;4;4;3;2025
1442;2;1;1;3;8;4;9999;5;6;5;3;2;1;6;6;5;4;1;5;5;5;5;5;2;2;1;1;5;5;5;5;5;5;2;2;1;1;5;5;4;4;9999;3;3;3;2;3;2;1;S1|S2|S3|S4|S5;5;5;5;5;5;2;2;1;1;5;2;2;1;1;5;6666;1;4;5;6;2;3;1;1;5;4;3;2;3;2;2;0;3;1,48786539982691;1,40290940744387;2;1,44166829352622;1,68424626789183;1;2;1;5;1;6666;6666;6666;10;4;3;9;1;1;1;7;1;2;6666;1;2;1;3;10;6666;9;2;6666;4;3;2;6666;6666;1;6666;1;1;1;2;1;2;2;2;2;1;2;2;2;2;2;12;7;1;2;2;5;1;6;4;3;3;5;0;3;2;1;1;1;1;1;1;2;2;2;2;1;5;1;3;4;1;2;6;3;3;5;1;6;1;1;3;4;2;5;52;51;5;2;4;2025
1365;2;2;6666;3;10;5;5;5;2;5;3;2;1;5;5;5;5;1;5;5;9999;5;5;2;2;2;2;5;5;5;5;5;5;2;2;2;2;5;5;3;3;9999;5;5;5;5;5;5;1;S4|S5|S3|S1|S2;5;5;6666;5;5;2;2;2;2;5;2;2;2;2;5;Mobile;1;6;3;4;2;5;1;1;3;4;5;2;4;4;2;6;5;0,944273474173881;0,891173736873314;2;1,12432887931039;1,21065655652958;1;3;2;4;1;6666;6666;6666;1;1;5;11;1;1;1;2;4;2;1;1;1;1;5;6666;8;10;6666;4;1;1;2;6666;6666;2;6666;2;5;5;0;1;2;2;2;2;2;2;2;2;2;2;9;7;1;4;2;4;3;8;4;3;3;4;0;3;4;1;1;2;2;2;1;2;2;2;2;1;3;1;6666;4;2;1;7;4;4;5;1;7;1;2;1;2;1;1;52;51;5;3;1;2025
89;1;2;6666;3;9;5;6;8;0;3;1;2;1;0;5;8;0;9999;7;4;0;8;0;1;2;2;1;8;7;4;0;8;0;1;2;2;1;8;4;4;3;9999;2;3;2;2;3;3;1;S3|S2|S5|S1|S4;8;4;7;0;0;1;2;2;1;8;1;2;2;1;8;Mobile;1;3;4;2;6;5;1;1;5;4;2;3;4;2;1;4;7;0,312451083564542;0,153622280273857;2;0,159619608231161;0,332301059755088;1;2;1;9999;1;6666;6666;6666;10;4;4;10;1;1;1;6;2;2;2;1;2;2;2;2;6666;1;6666;6666;1;1;2;6666;6666;1;6666;1;5;1;3;2;2;2;2;1;2;2;2;2;2;2;11;9;1;2;2;3;1;7;2;3;3;3;1;3;2;3;1;2;2;2;2;2;2;2;1;2;3;3;2;4;1;1;7;2;4;5;1;12;1;1;4;7;8;3;69;69;6;5;1;2025
362;2;1;3;1;9;2;2;9;2;5;5;1;2;5;5;2;2;1;2;9;7;2;10;1;2;2;2;9;2;9;7;2;10;1;2;2;2;9;9;4;4;9999;4;3;2;4;4;2;2;S2|S1|S5|S4|S3;9;2;10;2;7;1;2;2;2;9;1;2;2;2;9;Mobile;1;3;5;6;2;4;1;1;5;4;3;2;6;1;1;6;9;0,8535777075627;0,640745244475398;2;0,714607845606306;1,03013207947089;2;4;1;7;5;6666;1;6666;11;5;1;5;2;1;1;2;2;2;2;6666;1;1;6666;6666;10;9;6666;6666;3;1;1;3;3;1;6666;1;3;2;0;1;2;2;1;2;2;1;2;2;2;2;10;4;1;2;2;2;3;9;4;2;3;4;0;3;1;1;2;1;1;1;1;1;2;2;2;1;3;2;1;4;1;1;7;2;2;8;1;6;1;1;2;6;7;1;34;32;3;5;4;2025
307;1;1;1;3;10;10;10;10;10;1;1;1;2;2;10;8;10;2;8;8;5;8;8;1;2;1;1;3;8;8;5;8;8;1;2;1;1;3;5;4;3;1;2;2;3;2;3;2;2;S2|S1|S3|S4|S5;8;8;5;8;8;1;2;1;1;3;1;2;1;1;3;6666;1;5;6;2;4;3;1;1;2;3;5;4;4;2;1;4;3;0,300432880025059;0,165118632988123;2;0,171085813844378;0,319562671442313;1;3;1;5;1;6666;6666;6666;10;4;4;10;1;1;1;7;2;1;2;2;2;1;5;10;6666;11;1;6666;2;1;2;6666;6666;2;6666;1;2;5;1;1;2;1;2;2;2;2;2;2;2;2;11;8;2;1;2;1;1;7;3;5;2;3;1;1;5;1;4;5;3;2;1;2;2;2;2;1;2;2;2;4;2;1;7;1;3;2;1;8;1;2;3;5;9;3;35;32;3;4;3;2025
456;1;2;6666;3;10;10;10;9;10;1;1;2;1;10;10;10;10;2;10;10;10;10;10;1;1;1;1;7;10;10;10;10;10;1;1;1;1;7;3;4;3;9999;3;3;3;3;2;3;1;S4|S3|S1|S5|S2;10;10;10;10;10;1;1;1;1;7;1;1;1;1;7;6666;1;6;3;4;2;5;1;1;4;3;2;5;2;2;2;1;2;2,5908967241523;1,75274651551093;2;2,01709024460976;3,17628715166043;1;1;2;1;1;6666;6666;6666;8;3;4;10;1;1;1;4;4;2;2;1;1;1;2;10;6666;7;1;1;1;1;2;6666;6666;3;2;2;2;5;5;1;2;2;2;2;2;2;1;2;2;2;7;6;9996;1;2;2;3;4;3;7;2;1;0;3;4;1;1;3;2;2;1;2;2;1;1;2;2;1;6666;4;2;1;7;2;3;3;1;4;1;2;4;4;6;1;48;48;4;5;1;2025
1101;2;1;1;3;6;6;7;5;4;3;3;2;1;10;5;10;8;2;5;3;5;7;5;2;2;2;2;8;5;3;5;7;5;2;2;2;2;8;8;3;3;1;4;3;2;4;4;2;1;S1|S4|S2|S3|S5;5;5;7;3;5;2;2;2;2;8;2;2;2;2;8;Mobile;1;2;6;4;3;5;1;1;2;4;3;5;5;4;2;1;5;0,53916569673062;0,558566270020009;2;0,627429230066259;0,653983574663597;1;5;3;6666;7;3;1;6666;8;3;6666;6666;2;6666;6666;3;6666;2;6666;6666;1;6666;6666;3;6666;5;4;6666;1;1;2;6666;6666;3;2;2;2;5;1;2;2;2;2;1;2;2;2;2;2;2;7;5;1;2;2;3;3;3;2;3;2;2;0;1;5;3;2;1;1;1;1;2;1;2;2;2;2;1;6666;4;1;2;6;3;4;2;1;4;1;2;4;2;8;5;54;54;5;6666;1;2025
836;1;1;1;4;9;1;9;6;1;4;5;2;1;1;9;1;9;1;9;8;1;0;2;1;2;2;2;4;9;8;0;0;2;1;2;2;2;4;10;4;3;9999;4;4;1;1;4;1;2;S1|S3|S2|S4|S5;9;1;8;0;2;1;2;2;2;4;1;2;2;2;4;Mobile;1;2;6;3;5;4;1;1;2;5;4;3;3;2;1;0;7;0,609186690437875;0,316823571928384;2;0,332925322391597;0,689509080598391;1;4;1;7;1;6666;6666;6666;10;4;4;10;1;1;1;1;1;6666;6666;6666;1;1;6666;6666;6666;1;6666;6666;2;1;1;2;2;1;6666;1;5;1;0;2;1;2;2;2;2;1;1;2;2;2;10;6;1;4;2;2;1;7;4;1;2;4;2;1;6;2;1;2;1;1;1;2;2;2;1;1;2;3;1;3;2;1;7;1;3;8;1;7;1;2;3;7;9;4;10;10;1;1;3;2025
1651;2;1;1;3;8;5;3;7;2;3;3;1;2;2;2;5;2;1;0;10;8;10;5;1;2;2;2;8;0;10;8;10;5;1;2;2;2;8;3;4;4;1;2;5;2;4;1;9999;1;S4|S1|S2|S3|S5;10;8;10;0;5;1;2;2;2;8;1;2;2;2;8;6666;1;4;3;2;5;6;1;1;5;2;4;3;4;2;1;6;4;0,563771139292059;0,316597715271271;2;0,340799173067012;0,600136711840553;1;3;2;1;1;6666;6666;6666;10;4;1;1;1;1;1;4;4;2;2;1;1;1;5;5;6666;8;4;2;1;1;1;1;1;2;6666;2;4;3;2;1;1;2;2;2;2;2;2;2;2;2;12;10;1;2;2;4;3;7;3;2;3;5;0;3;2;1;4;2;1;2;1;1;2;2;1;2;2;1;6666;4;1;2;1;2;3;8;1;6;1;1;2;6;6;2;47;47;4;6;1;2025
1303;2;1;1;4;7;7;10;7;7;2;2;2;1;7;7;10;0;2;5;7;10;10;10;1;2;1;2;9;9;7;10;10;10;1;2;1;2;9;7;3;3;9999;3;3;3;3;3;3;1;S4|S2|S5|S1|S3;10;7;10;5;10;1;2;1;2;9;1;2;1;2;9;Mobile;1;6;3;4;5;2;1;1;2;3;5;4;4;2;1;8;1;2,37880923807123;1,53642334542962;2;1,67123544706562;2,53100084958582;2;1;1;6;1;6666;6666;6666;9;3;4;10;1;1;1;2;2;1;2;1;1;1;5;6666;8;11;6666;6666;4;2;2;6666;6666;3;4;1;4;2;0;1;2;2;2;2;2;2;2;2;2;2;12;8;1;3;2;4;3;7;4;4;3;2;1;3;5;3;3;3;2;2;1;2;2;2;1;2;2;2;2;3;2;2;7;3;2;3;1;3;1;2;3;7;9;3;45;41;4;4;4;2025
565;1;2;6666;4;9;9;8;7;8;4;3;2;1;6;8;7;9;1;8;8;7;5;7;2;2;2;2;9;8;8;7;5;7;2;2;2;2;9;8;4;4;9999;4;4;2;3;3;2;2;S1|S3|S5|S4|S2;8;7;8;5;7;2;2;2;2;9;2;2;2;2;9;Mobile;1;3;6;4;2;5;1;1;5;4;3;2;5;2;2;1;3;0,365268155791279;0,315834281179341;2;0,283690372870539;0,363535785933509;1;1;3;6666;1;6666;6666;6666;9;3;6666;6666;1;6666;6666;2;6666;1;6666;1;1;6666;3;6666;8;6;6666;6666;1;1;2;6666;6666;2;6666;1;4;2;1;1;2;2;2;2;2;2;2;2;2;2;8;6;1;4;2;4;3;5;2;2;2;3;0;3;2;2;1;1;2;1;1;2;2;2;1;2;3;1;6666;4;2;1;7;3;3;5;1;13;1;2;3;1;5;5;45;41;4;6666;1;2025
1229;2;1;1;3;5;5;10;5;5;4;3;1;2;0;6;6;5;2;5;2;6;5;2;2;2;2;2;8;5;2;6;5;2;2;2;2;2;9;8;4;4;1;5;5;2;2;5;2;1;S3|S2|S1|S5|S4;6;2;5;2;5;2;2;2;2;8;2;2;2;2;9;6666;1;4;5;2;6;3;1;1;5;4;2;3;6;2;1;0;4;0,827951046603883;0,386839891094033;2;0,383027963360764;0,784594387163754;1;4;1;7;5;6666;1;1;9;3;4;10;2;2;5;4;4;1;1;6666;1;6666;6666;4;6666;11;4;4;3;1;2;6666;6666;1;6666;1;5;2;4;2;2;2;1;2;2;2;2;2;2;2;12;7;1;3;2;4;3;8;6;2;4;3;1;2;1;2;3;1;1;2;2;1;2;2;2;1;5;2;2;4;1;4;1;2;4;9;1;12;1;1;2;5;9;5;47;47;4;3;4;2025
982;1;1;1;3;10;8;9;9;1;5;5;2;1;9;9;9;9;2;7;10;10;6;3;1;1;1;1;8;7;10;9;6;3;1;1;1;1;8;10;4;4;9999;4;4;2;2;4;2;1;S2|S3|S1|S5|S4;10;7;10;3;6;1;1;1;1;8;1;1;1;1;8;Mobile;1;4;3;5;2;6;1;1;3;2;5;4;4;2;2;0;5;0,396936732533992;0,247587612672132;2;0,242113163655549;0,422144469985442;1;3;1;2;1;6666;6666;6666;10;4;1;1;1;1;1;4;4;2;2;1;1;1;2;1;6666;4;4;1;2;1;2;6666;6666;1;6666;1;5;1;2;2;2;2;2;2;2;2;2;2;2;2;6;2;2;1;2;2;2;8;5;2;3;3;0;3;4;2;1;1;1;1;1;2;1;2;2;2;4;3;3;4;2;1;7;3;4;5;1;6;1;1;2;1;1;3;64;61;6;6;3;2025
1237;2;1;1;4;9;5;8;6;3;4;3;1;2;3;6;10;2;1;0;6;5;8;2;2;2;2;1;10;0;6;5;6;2;2;2;2;1;10;7;4;3;9999;4;4;2;2;4;3;1;S2|S1|S5|S3|S4;6;0;8;2;5;2;2;2;1;10;2;2;2;1;10;6666;1;5;3;6;2;4;1;1;4;3;2;5;3;2;1;4;7;0,648902409556111;0,620306410185411;2;0,674586265034319;0,734579085759552;1;3;2;2;1;6666;6666;6666;9;3;4;10;1;1;1;2;4;2;2;1;1;1;4;6666;8;2;6666;4;2;1;2;6666;6666;2;6666;1;1;2;1;1;2;2;2;2;2;2;2;2;2;2;9;5;1;3;2;3;1;6;4;3;3;6;0;3;6;1;1;2;1;2;2;2;2;2;1;2;2;2;6666;3;2;1;7;3;3;2;1;8;1;2;3;5;7;3;43;41;4;4;2;2025
1652;2;1;1;3;8;7;5;8;5;3;3;2;1;5;6;6;6;1;8;8;5;7;7;2;2;2;2;6;8;8;5;7;7;2;2;2;2;7;8;4;4;9999;3;5;2;2;5;2;1;S1|S3|S4|S5|S2;8;7;8;5;7;2;2;2;2;6;2;2;2;2;7;6666;1;5;2;4;3;6;1;1;3;5;2;4;4;2;1;4;2;0,34095349499639;0,172309034240062;2;0,182236637564653;0,362746316443628;1;4;1;7;1;6666;6666;6666;10;4;4;10;1;1;1;4;4;1;2;1;1;1;2;6;6666;11;4;3;4;1;1;2;3;1;6666;1;5;9999;0;1;1;1;2;2;2;2;2;2;2;2;12;7;1;4;2;4;1;7;4;3;3;4;0;1;6;2;1;2;2;2;3;2;2;2;1;2;3;2;2;3;1;1;7;2;2;7;1;7;1;2;2;5;5;2;37;36;3;4;4;2025
373;2;1;1;4;2;2;6;2;7;2;1;1;2;1;5;7;5;2;6;4;3;5;5;2;2;2;1;7;5;4;3;5;5;2;2;2;1;7;7;3;3;9999;4;4;2;3;3;2;2;S1|S2|S5|S3|S4;6;4;5;5;3;2;2;2;1;7;2;2;2;1;7;Mobile;1;3;4;2;5;6;1;1;5;4;3;2;4;1;2;6;5;0,20468616853637;0,158710369628237;2;0,176937979219503;0,270717801172771;1;4;1;7;1;6666;6666;6666;11;5;4;10;1;1;1;2;4;2;2;1;1;1;2;6666;9;8;6666;2;2;1;1;2;2;1;6666;1;5;2;1;1;2;2;2;2;2;2;2;2;1;2;13;10;1;3;2;5;1;6;3;2;3;3;0;3;6;2;9999;3;3;5;1;2;2;2;1;1;3;2;2;4;1;1;7;2;3;3;1;4;1;2;2;1;3;1;33;32;3;3;3;2025
1264;2;1;1;3;8;1;5;8;1;5;5;2;1;9999;8;5;8;1;3;1;8;8;5;2;2;2;2;8;3;1;8;8;5;2;2;2;2;8;5;3;3;9999;3;3;3;2;3;3;1;S2|S4|S3|S5|S1;5;3;8;1;8;2;2;2;2;8;2;2;2;2;8;Mobile;1;5;6;2;3;4;1;1;2;5;4;3;3;2;1;0;2;0,588226258850328;0,295956580452857;2;0,316495409626805;0,66601286561442;3;4;1;6;1;6666;6666;6666;9;3;3;8;1;1;1;3;3;1;2;1;1;1;5;4;6666;1;4;4;4;2;2;6666;6666;1;6666;1;5;1;4;1;2;2;2;2;2;2;2;2;2;2;11;5;2;2;2;3;1;5;2;2;3;4;0;3;5;1;2;1;1;1;1;1;2;2;2;1;2;3;2;3;1;3;5;3;3;5;2;6666;2;6666;3;5;9;4;48;48;4;4;5;2024
1564;2;2;6666;3;6;5;5;5;6;2;2;1;2;5;5;7;7;2;5;5;7;5;5;2;2;2;2;8;5;5;7;5;5;2;2;2;2;8;7;3;9999;1;2;4;4;3;4;4;1;S3|S4|S5|S2|S1;5;5;5;5;7;2;2;2;2;8;2;2;2;2;8;6666;1;6;2;5;3;4;1;1;2;3;4;5;7;4;2;4;5;0,419266538011283;0,418284258160223;2;0,581439778625238;0,593599806367385;1;7;3;6666;5;6666;1;6666;4;1;6666;6666;2;6666;6666;1;6666;6666;6666;6666;1;6666;6666;6666;6666;11;6666;6666;1;1;2;6666;6666;1;6666;1;3;1;0;9999;1;9999;1;9999;9999;9999;9999;9999;9999;9999;8;6;1;3;2;4;3;8;4;2;3;4;0;3;3;3;2;1;2;2;1;2;2;2;2;1;5;1;6666;9999;1;2;7;2;2;7;1;9;1;2;2;1;1;1;22;22;2;6666;1;2025
